From,To,Length(m),Azimuth(deg),Clino(deg)
106.0@mountaineye1.Mountaineye,106.1@mountaineye1.Mountaineye,7.80,136.06,-6.87
106.1@mountaineye1.Mountaineye,-,3.48,15.02,7.74
106.1@mountaineye1.Mountaineye,-,4.52,329.48,5.56
106.1@mountaineye1.Mountaineye,-,1.56,279.88,6.19
106.1@mountaineye1.Mountaineye,-,0.75,254.57,6.94
106.1@mountaineye1.Mountaineye,106.2@mountaineye1.Mountaineye,1.22,193.54,-6.57
106.2@mountaineye1.Mountaineye,-,0.47,90.40,65.81
106.2@mountaineye1.Mountaineye,-,0.78,41.31,-60.80
106.2@mountaineye1.Mountaineye,-,0.57,98.76,1.76
106.2@mountaineye1.Mountaineye,-,0.64,38.04,-4.12
106.2@mountaineye1.Mountaineye,106.3@mountaineye1.Mountaineye,1.64,77.17,2.94
106.3@mountaineye1.Mountaineye,-,0.42,6.52,1.01
106.3@mountaineye1.Mountaineye,-,0.56,323.41,4.64
106.3@mountaineye1.Mountaineye,-,0.80,179.51,-50.61
106.3@mountaineye1.Mountaineye,-,0.44,208.89,49.70
106.3@mountaineye1.Mountaineye,-,0.55,239.24,-11.95
106.3@mountaineye1.Mountaineye,106.4@mountaineye1.Mountaineye,2.22,174.99,0.45
106.4@mountaineye1.Mountaineye,-,0.99,287.48,-76.14
106.4@mountaineye1.Mountaineye,-,0.51,123.69,67.88
106.4@mountaineye1.Mountaineye,-,0.72,40.67,-4.42
106.4@mountaineye1.Mountaineye,-,0.50,123.59,-8.26
106.4@mountaineye1.Mountaineye,-,0.74,80.98,-6.44
106.4@mountaineye1.Mountaineye,-,1.35,356.53,-4.97
106.4@mountaineye1.Mountaineye,106.5@mountaineye1.Mountaineye,6.31,185.21,-21.15
106.5@mountaineye1.Mountaineye,1.28@mountaineye1.Mountaineye,11.79,54.15,26.28
106.5@mountaineye1.Mountaineye,-,0.00,353.73,0.00
106.5@mountaineye1.Mountaineye,-,0.90,142.81,6.49
106.5@mountaineye1.Mountaineye,-,5.07,358.13,16.29
106.5@mountaineye1.Mountaineye,-,4.24,9.05,18.42
106.5@mountaineye1.Mountaineye,-,3.17,34.86,14.21
106.5@mountaineye1.Mountaineye,-,3.46,67.96,8.16
106.5@mountaineye1.Mountaineye,-,11.11,238.02,2.57
106.5@mountaineye1.Mountaineye,-,4.17,322.63,24.86
1.42@mountaineye2.Mountaineye,1.43@mountaineye2.Mountaineye,4.86,61.83,3.46
1.43@mountaineye2.Mountaineye,1.44@mountaineye2.Mountaineye,4.40,25.37,2.14
1.44@mountaineye2.Mountaineye,1.45@mountaineye2.Mountaineye,7.29,86.36,-0.68
1.45@mountaineye2.Mountaineye,1.46@mountaineye2.Mountaineye,8.21,33.02,-2.99
1.46@mountaineye2.Mountaineye,1.47@mountaineye2.Mountaineye,12.93,35.28,1.03
1.47@mountaineye2.Mountaineye,1.48@mountaineye2.Mountaineye,6.96,117.45,1.94
1.48@mountaineye2.Mountaineye,1.49@mountaineye2.Mountaineye,10.01,150.86,-1.41
1.49@mountaineye2.Mountaineye,1.50@mountaineye2.Mountaineye,4.67,66.30,2.61
1.50@mountaineye2.Mountaineye,1.51@mountaineye2.Mountaineye,12.27,95.37,-1.09
1.51@mountaineye2.Mountaineye,1.52@mountaineye2.Mountaineye,5.02,99.99,-0.52
1.52@mountaineye2.Mountaineye,1.53@mountaineye2.Mountaineye,8.69,136.84,0.22
1.53@mountaineye2.Mountaineye,1.54@mountaineye2.Mountaineye,21.82,229.86,2.51
1.54@mountaineye2.Mountaineye,1.55@mountaineye2.Mountaineye,12.48,162.15,1.49
1.55@mountaineye2.Mountaineye,1.56@mountaineye2.Mountaineye,14.94,233.47,-0.34
1.56@mountaineye2.Mountaineye,1.57@mountaineye2.Mountaineye,10.55,180.10,-1.52
1.57@mountaineye2.Mountaineye,1.58@mountaineye2.Mountaineye,12.84,164.84,4.14
1.53@mountaineye2.Mountaineye,2.0@mountaineye2.Mountaineye,0.00,353.73,0.00
2.0@mountaineye2.Mountaineye,2.1@mountaineye2.Mountaineye,22.06,32.62,3.51
2.1@mountaineye2.Mountaineye,2.2@mountaineye2.Mountaineye,27.66,75.30,-2.24
2.2@mountaineye2.Mountaineye,2.3@mountaineye2.Mountaineye,28.51,71.25,1.32
2.3@mountaineye2.Mountaineye,2.4@mountaineye2.Mountaineye,9.15,112.49,2.76
2.4@mountaineye2.Mountaineye,2.5@mountaineye2.Mountaineye,21.86,148.32,0.19
2.5@mountaineye2.Mountaineye,2.6@mountaineye2.Mountaineye,35.67,37.59,-1.04
2.6@mountaineye2.Mountaineye,2.7@mountaineye2.Mountaineye,18.58,44.83,-1.79
2.7@mountaineye2.Mountaineye,2.8@mountaineye2.Mountaineye,24.28,49.29,4.51
2.8@mountaineye2.Mountaineye,2.9@mountaineye2.Mountaineye,6.47,117.78,-9.54
2.9@mountaineye2.Mountaineye,2.10@mountaineye2.Mountaineye,12.31,108.76,-2.03
2.10@mountaineye2.Mountaineye,2.11@mountaineye2.Mountaineye,16.49,60.30,7.42
2.11@mountaineye2.Mountaineye,2.12@mountaineye2.Mountaineye,15.99,76.14,-8.72
2.12@mountaineye2.Mountaineye,2.13@mountaineye2.Mountaineye,17.95,44.62,2.68
2.13@mountaineye2.Mountaineye,2.14@mountaineye2.Mountaineye,4.96,33.75,23.99
2.14@mountaineye2.Mountaineye,2.15@mountaineye2.Mountaineye,27.30,27.03,-2.63
2.15@mountaineye2.Mountaineye,2.16@mountaineye2.Mountaineye,13.12,13.68,2.98
2.16@mountaineye2.Mountaineye,2.17@mountaineye2.Mountaineye,10.94,11.39,-3.16
2.17@mountaineye2.Mountaineye,2.18@mountaineye2.Mountaineye,14.29,350.25,-5.27
2.18@mountaineye2.Mountaineye,2.19@mountaineye2.Mountaineye,16.50,350.70,-1.82
2.19@mountaineye2.Mountaineye,2.20@mountaineye2.Mountaineye,25.83,23.85,-0.59
2.20@mountaineye2.Mountaineye,2.21@mountaineye2.Mountaineye,15.59,10.25,-6.94
2.21@mountaineye2.Mountaineye,2.22@mountaineye2.Mountaineye,15.90,43.10,10.10
2.22@mountaineye2.Mountaineye,2.23@mountaineye2.Mountaineye,15.55,358.52,3.97
2.23@mountaineye2.Mountaineye,2.24@mountaineye2.Mountaineye,7.81,25.00,-29.19
2.24@mountaineye2.Mountaineye,2.25@mountaineye2.Mountaineye,7.94,353.66,-12.68
2.25@mountaineye2.Mountaineye,2.26@mountaineye2.Mountaineye,4.35,35.02,14.39
2.26@mountaineye2.Mountaineye,2.27@mountaineye2.Mountaineye,2.03,321.36,35.09
2.27@mountaineye2.Mountaineye,2.28@mountaineye2.Mountaineye,6.45,47.58,23.27
2.28@mountaineye2.Mountaineye,2.29@mountaineye2.Mountaineye,3.86,42.68,2.97
2.29@mountaineye2.Mountaineye,2.30@mountaineye2.Mountaineye,8.33,15.50,-13.58
2.30@mountaineye2.Mountaineye,2.31@mountaineye2.Mountaineye,13.84,21.58,-1.04
2.31@mountaineye2.Mountaineye,2.32@mountaineye2.Mountaineye,6.87,8.83,-17.53
2.32@mountaineye2.Mountaineye,2.33@mountaineye2.Mountaineye,8.84,16.13,-1.64
2.33@mountaineye2.Mountaineye,2.34@mountaineye2.Mountaineye,7.47,17.94,-2.39
2.34@mountaineye2.Mountaineye,2.35@mountaineye2.Mountaineye,4.18,38.52,6.06
2.35@mountaineye2.Mountaineye,2.36@mountaineye2.Mountaineye,6.60,6.53,8.65
2.36@mountaineye2.Mountaineye,2.37@mountaineye2.Mountaineye,14.08,20.26,0.85
2.37@mountaineye2.Mountaineye,2.38@mountaineye2.Mountaineye,19.06,23.50,-5.78
2.38@mountaineye2.Mountaineye,2.39@mountaineye2.Mountaineye,11.54,28.58,4.47
2.39@mountaineye2.Mountaineye,2.40@mountaineye2.Mountaineye,9.78,28.00,-2.22
2.40@mountaineye2.Mountaineye,2.41@mountaineye2.Mountaineye,6.20,22.74,-1.46
2.41@mountaineye2.Mountaineye,2.42@mountaineye2.Mountaineye,8.82,39.94,0.07
2.42@mountaineye2.Mountaineye,2.43@mountaineye2.Mountaineye,7.06,11.98,1.60
2.43@mountaineye2.Mountaineye,2.44@mountaineye2.Mountaineye,11.12,52.35,-0.14
2.44@mountaineye2.Mountaineye,2.45@mountaineye2.Mountaineye,5.83,45.28,-13.72
2.45@mountaineye2.Mountaineye,2.46@mountaineye2.Mountaineye,13.20,36.72,3.68
2.46@mountaineye2.Mountaineye,2.47@mountaineye2.Mountaineye,4.25,66.44,-6.65
2.47@mountaineye2.Mountaineye,2.48@mountaineye2.Mountaineye,6.57,9.16,1.10
2.48@mountaineye2.Mountaineye,2.49@mountaineye2.Mountaineye,7.36,19.51,3.44
2.49@mountaineye2.Mountaineye,2.50@mountaineye2.Mountaineye,12.29,36.09,5.90
2.50@mountaineye2.Mountaineye,2.51@mountaineye2.Mountaineye,15.83,5.03,4.46
2.51@mountaineye2.Mountaineye,2.52@mountaineye2.Mountaineye,5.71,18.72,-27.64
2.52@mountaineye2.Mountaineye,2.53@mountaineye2.Mountaineye,39.74,56.71,-3.10
2.53@mountaineye2.Mountaineye,2.54@mountaineye2.Mountaineye,27.08,35.29,-0.99
2.54@mountaineye2.Mountaineye,2.55@mountaineye2.Mountaineye,28.92,63.22,-0.36
2.55@mountaineye2.Mountaineye,2.56@mountaineye2.Mountaineye,21.56,79.78,-0.11
2.56@mountaineye2.Mountaineye,2.57@mountaineye2.Mountaineye,26.00,100.11,-0.39
2.57@mountaineye2.Mountaineye,2.58@mountaineye2.Mountaineye,35.55,96.93,-1.03
2.58@mountaineye2.Mountaineye,2.59@mountaineye2.Mountaineye,29.58,66.81,0.76
2.59@mountaineye2.Mountaineye,2.60@mountaineye2.Mountaineye,32.02,81.59,1.34
2.60@mountaineye2.Mountaineye,2.61@mountaineye2.Mountaineye,38.92,49.86,-1.19
2.61@mountaineye2.Mountaineye,2.62@mountaineye2.Mountaineye,34.19,23.06,2.64
2.62@mountaineye2.Mountaineye,2.63@mountaineye2.Mountaineye,22.17,39.23,-3.03
2.63@mountaineye2.Mountaineye,2.64@mountaineye2.Mountaineye,21.11,69.00,5.57
2.64@mountaineye3.Mountaineye,2.65@mountaineye3.Mountaineye,29.58,10.35,-3.82
2.65@mountaineye3.Mountaineye,2.66@mountaineye3.Mountaineye,19.97,338.09,-2.38
2.66@mountaineye3.Mountaineye,2.67@mountaineye3.Mountaineye,22.06,53.16,1.35
2.67@mountaineye3.Mountaineye,2.68@mountaineye3.Mountaineye,25.70,88.29,-0.80
2.68@mountaineye3.Mountaineye,2.69@mountaineye3.Mountaineye,22.27,95.13,0.89
2.69@mountaineye3.Mountaineye,2.70@mountaineye3.Mountaineye,35.26,154.87,6.24
2.70@mountaineye3.Mountaineye,2.71@mountaineye3.Mountaineye,29.33,56.42,-6.18
2.71@mountaineye3.Mountaineye,2.72@mountaineye3.Mountaineye,30.75,59.90,-2.73
2.72@mountaineye3.Mountaineye,2.73@mountaineye3.Mountaineye,26.88,38.55,4.69
2.73@mountaineye3.Mountaineye,2.74@mountaineye3.Mountaineye,25.02,57.21,10.50
2.74@mountaineye3.Mountaineye,2.75@mountaineye3.Mountaineye,28.11,51.94,3.11
2.75@mountaineye3.Mountaineye,2.76@mountaineye3.Mountaineye,32.29,102.49,-12.61
2.76@mountaineye3.Mountaineye,2.77@mountaineye3.Mountaineye,38.23,59.85,4.01
2.77@mountaineye3.Mountaineye,2.78@mountaineye3.Mountaineye,25.28,8.73,5.75
2.78@mountaineye3.Mountaineye,2.79@mountaineye3.Mountaineye,24.10,63.31,-19.99
2.79@mountaineye3.Mountaineye,2.80@mountaineye3.Mountaineye,48.65,23.59,28.19
2.80@mountaineye3.Mountaineye,2.81@mountaineye3.Mountaineye,20.35,78.20,34.26
2.81@mountaineye3.Mountaineye,2.82@mountaineye3.Mountaineye,3.37,86.72,20.11
2.82@mountaineye3.Mountaineye,2.83@mountaineye3.Mountaineye,21.28,39.94,-3.58
2.83@mountaineye3.Mountaineye,2.84@mountaineye3.Mountaineye,9.39,26.10,-18.54
2.84@mountaineye3.Mountaineye,2.85@mountaineye3.Mountaineye,10.18,17.00,-30.52
2.85@mountaineye3.Mountaineye,2.86@mountaineye3.Mountaineye,6.90,103.50,-16.71
2.86@mountaineye3.Mountaineye,2.87@mountaineye3.Mountaineye,13.73,37.49,-36.98
2.87@mountaineye3.Mountaineye,2.88@mountaineye3.Mountaineye,18.07,45.58,-4.17
2.88@mountaineye3.Mountaineye,2.89@mountaineye3.Mountaineye,13.20,325.97,-16.36
2.89@mountaineye3.Mountaineye,2.90@mountaineye3.Mountaineye,19.09,347.02,-16.26
2.90@mountaineye3.Mountaineye,2.91@mountaineye3.Mountaineye,22.61,40.44,-0.10
2.91@mountaineye3.Mountaineye,2.92@mountaineye3.Mountaineye,17.06,125.32,-1.38
2.92@mountaineye3.Mountaineye,2.93@mountaineye3.Mountaineye,17.65,48.15,-0.19
2.93@mountaineye3.Mountaineye,2.94@mountaineye3.Mountaineye,19.78,120.70,18.51
2.94@mountaineye3.Mountaineye,2.95@mountaineye3.Mountaineye,28.34,55.12,-6.01
2.88@mountaineye3.Mountaineye,201.1@mountaineye3.Mountaineye,8.06,108.86,-6.79
201.1@mountaineye3.Mountaineye,202.1@mountaineye3.Mountaineye,20.63,131.14,-2.64
201.1@mountaineye3.Mountaineye,201.2@mountaineye3.Mountaineye,49.59,84.02,-1.96
201.2@mountaineye3.Mountaineye,202.1@mountaineye3.Mountaineye,39.04,240.47,1.21
201.2@mountaineye3.Mountaineye,201.3@mountaineye3.Mountaineye,22.34,358.66,1.57
201.3@mountaineye3.Mountaineye,2.94@mountaineye3.Mountaineye,16.75,323.78,-4.97
2.96@mountaineye3.Mountaineye,2.95@mountaineye3.Mountaineye,19.80,213.90,13.23
2.96@mountaineye3.Mountaineye,2.97@mountaineye3.Mountaineye,24.49,101.95,14.93
2.97@mountaineye3.Mountaineye,2.98@mountaineye3.Mountaineye,11.84,132.09,16.39
2.98@mountaineye3.Mountaineye,2.99@mountaineye3.Mountaineye,53.77,100.00,18.06
2.97@mountaineye3.Mountaineye,3.0@mountaineye3.Mountaineye,0.00,353.73,0.00
2.91@mountaineye3.Mountaineye,205.0@mountaineye3.Mountaineye,0.00,173.73,0.00
205.0@mountaineye3.Mountaineye,205.1@mountaineye3.Mountaineye,26.35,202.53,-14.00
205.0@mountaineye3.Mountaineye,205.1@mountaineye3.Mountaineye,26.36,202.63,-14.00
205.0@mountaineye3.Mountaineye,205.1@mountaineye3.Mountaineye,26.34,202.63,-14.00
3.0@mountaineye3.Mountaineye,3.1@mountaineye3.Mountaineye,7.01,187.71,-19.08
3.1@mountaineye3.Mountaineye,3.2@mountaineye3.Mountaineye,12.88,124.41,-2.92
3.2@mountaineye3.Mountaineye,3.3@mountaineye3.Mountaineye,23.82,118.07,-0.81
3.3@mountaineye3.Mountaineye,3.4@mountaineye3.Mountaineye,11.69,241.30,-2.85
3.4@mountaineye3.Mountaineye,3.5@mountaineye3.Mountaineye,29.48,128.82,1.44
3.5@mountaineye3.Mountaineye,3.6@mountaineye3.Mountaineye,15.59,127.44,-4.33
3.6@mountaineye3.Mountaineye,3.7@mountaineye3.Mountaineye,9.33,45.62,4.74
3.7@mountaineye3.Mountaineye,3.8@mountaineye3.Mountaineye,13.04,136.99,9.13
3.8@mountaineye3.Mountaineye,3.9@mountaineye3.Mountaineye,9.19,130.31,-8.45
3.9@mountaineye3.Mountaineye,3.10@mountaineye3.Mountaineye,32.47,134.14,-2.87
2.96@mountaineye3.Mountaineye,203.1@mountaineye3.Mountaineye,9.42,217.38,-30.75
204.1@mountaineye3.Mountaineye,2.94@mountaineye3.Mountaineye,23.98,153.62,18.60
204.1@mountaineye3.Mountaineye,204.2@mountaineye3.Mountaineye,2.96,270.92,27.89
2.78@mountaineye3.Mountaineye,4.1@mountaineye3.Mountaineye,23.67,355.74,14.27
4.1@mountaineye3.Mountaineye,4.2@mountaineye3.Mountaineye,17.40,275.79,10.18
4.2@mountaineye3.Mountaineye,4.3@mountaineye3.Mountaineye,23.59,343.62,2.91
4.3@mountaineye3.Mountaineye,4.4@mountaineye3.Mountaineye,28.21,323.16,2.68
4.4@mountaineye3.Mountaineye,4.5@mountaineye3.Mountaineye,35.23,293.01,-5.60
4.5@mountaineye3.Mountaineye,4.6@mountaineye3.Mountaineye,23.62,274.19,0.56
4.6@mountaineye3.Mountaineye,4.7@mountaineye3.Mountaineye,39.67,259.56,-0.26
4.7@mountaineye3.Mountaineye,4.8@mountaineye3.Mountaineye,24.09,268.94,0.47
4.8@mountaineye3.Mountaineye,4.9@mountaineye3.Mountaineye,34.27,170.94,-0.19
4.9@mountaineye3.Mountaineye,4.10@mountaineye3.Mountaineye,13.59,241.49,-1.25
4.10@mountaineye3.Mountaineye,4.11@mountaineye3.Mountaineye,13.49,266.45,-0.55
4.11@mountaineye3.Mountaineye,4.12@mountaineye3.Mountaineye,13.60,220.16,-0.28
4.12@mountaineye3.Mountaineye,4.13@mountaineye3.Mountaineye,12.58,198.09,-2.17
4.13@mountaineye3.Mountaineye,4.14@mountaineye3.Mountaineye,10.61,216.54,-0.78
4.14@mountaineye3.Mountaineye,4.15@mountaineye3.Mountaineye,16.88,207.00,2.31
4.15@mountaineye3.Mountaineye,4.16@mountaineye3.Mountaineye,12.30,191.11,-1.76
4.16@mountaineye3.Mountaineye,4.17@mountaineye3.Mountaineye,11.86,234.32,2.98
4.17@mountaineye3.Mountaineye,4.18@mountaineye3.Mountaineye,13.33,210.05,-4.18
4.18@mountaineye3.Mountaineye,4.19@mountaineye3.Mountaineye,2.96,181.92,-4.26
3.10@mountaineye4.Mountaineye,3.11@mountaineye4.Mountaineye,13.12,74.47,-3.28
3.11@mountaineye4.Mountaineye,3.12@mountaineye4.Mountaineye,2.37,285.44,-81.16
3.12@mountaineye4.Mountaineye,3.13@mountaineye4.Mountaineye,3.20,124.76,-5.38
3.13@mountaineye4.Mountaineye,3.14@mountaineye4.Mountaineye,1.19,69.27,-2.94
3.14@mountaineye4.Mountaineye,3.15@mountaineye4.Mountaineye,2.45,113.00,0.14
3.15@mountaineye4.Mountaineye,3.16@mountaineye4.Mountaineye,0.18,86.62,-4.49
3.16@mountaineye4.Mountaineye,3.17@mountaineye4.Mountaineye,3.77,98.74,-3.14
3.17@mountaineye4.Mountaineye,3.18@mountaineye4.Mountaineye,1.81,142.79,-5.83
3.18@mountaineye4.Mountaineye,3.19@mountaineye4.Mountaineye,1.90,66.45,2.08
3.19@mountaineye4.Mountaineye,3.20@mountaineye4.Mountaineye,4.79,106.86,-3.70
3.20@mountaineye4.Mountaineye,3.21@mountaineye4.Mountaineye,3.50,59.28,7.54
3.21@mountaineye4.Mountaineye,3.22@mountaineye4.Mountaineye,3.27,122.35,-44.35
3.22@mountaineye4.Mountaineye,3.23@mountaineye4.Mountaineye,3.75,108.59,-13.60
3.23@mountaineye4.Mountaineye,3.24@mountaineye4.Mountaineye,1.26,199.08,6.39
3.24@mountaineye4.Mountaineye,3.25@mountaineye4.Mountaineye,3.82,116.87,-1.14
3.25@mountaineye4.Mountaineye,3.26@mountaineye4.Mountaineye,4.35,141.69,1.00
3.26@mountaineye4.Mountaineye,3.27@mountaineye4.Mountaineye,7.18,155.37,-4.62
3.27@mountaineye4.Mountaineye,3.28@mountaineye4.Mountaineye,5.85,161.61,-2.82
3.28@mountaineye4.Mountaineye,3.29@mountaineye4.Mountaineye,4.79,140.91,3.55
3.29@mountaineye4.Mountaineye,3.30@mountaineye4.Mountaineye,8.75,141.15,2.01
3.30@mountaineye4.Mountaineye,3.31@mountaineye4.Mountaineye,5.78,203.12,-1.81
3.31@mountaineye4.Mountaineye,3.32@mountaineye4.Mountaineye,14.33,174.02,0.06
3.32@mountaineye4.Mountaineye,3.33@mountaineye4.Mountaineye,6.03,151.27,1.18
3.33@mountaineye4.Mountaineye,3.34@mountaineye4.Mountaineye,6.72,118.03,-2.37
3.34@mountaineye4.Mountaineye,3.35@mountaineye4.Mountaineye,3.18,151.91,-2.14
3.35@mountaineye4.Mountaineye,3.36@mountaineye4.Mountaineye,6.58,135.97,1.81
3.36@mountaineye4.Mountaineye,3.37@mountaineye4.Mountaineye,11.80,128.38,-2.87
3.37@mountaineye4.Mountaineye,3.38@mountaineye4.Mountaineye,10.94,50.63,2.65
3.38@mountaineye4.Mountaineye,3.39@mountaineye4.Mountaineye,11.91,359.48,-0.11
3.39@mountaineye4.Mountaineye,3.40@mountaineye4.Mountaineye,8.25,22.63,-0.52
3.40@mountaineye4.Mountaineye,3.41@mountaineye4.Mountaineye,7.31,0.45,0.64
3.41@mountaineye4.Mountaineye,3.42@mountaineye4.Mountaineye,11.20,34.09,0.31
3.42@mountaineye4.Mountaineye,3.43@mountaineye4.Mountaineye,18.15,341.97,3.03
3.43@mountaineye4.Mountaineye,3.44@mountaineye4.Mountaineye,9.80,57.04,-0.78
3.44@mountaineye4.Mountaineye,3.45@mountaineye4.Mountaineye,8.39,359.61,2.08
3.45@mountaineye4.Mountaineye,3.46@mountaineye4.Mountaineye,5.13,29.49,2.47
3.46@mountaineye4.Mountaineye,3.47@mountaineye4.Mountaineye,2.48,14.95,-14.87
3.47@mountaineye4.Mountaineye,3.48@mountaineye4.Mountaineye,5.58,29.53,-3.03
3.48@mountaineye4.Mountaineye,3.49@mountaineye4.Mountaineye,4.63,101.02,19.83
3.49@mountaineye4.Mountaineye,3.50@mountaineye4.Mountaineye,8.33,355.62,2.79
3.50@mountaineye4.Mountaineye,3.51@mountaineye4.Mountaineye,15.47,41.94,0.00
3.51@mountaineye4.Mountaineye,3.52@mountaineye4.Mountaineye,4.58,0.12,0.16
3.52@mountaineye4.Mountaineye,3.53@mountaineye4.Mountaineye,12.92,46.99,0.47
3.53@mountaineye4.Mountaineye,3.54@mountaineye4.Mountaineye,10.12,78.78,-10.08
3.54@mountaineye4.Mountaineye,3.55@mountaineye4.Mountaineye,14.62,76.48,2.49
3.55@mountaineye4.Mountaineye,3.56@mountaineye4.Mountaineye,15.57,15.80,2.83
3.56@mountaineye4.Mountaineye,3.57@mountaineye4.Mountaineye,22.33,67.88,-1.26
3.57@mountaineye4.Mountaineye,3.58@mountaineye4.Mountaineye,10.39,3.89,4.41
3.58@mountaineye4.Mountaineye,3.59@mountaineye4.Mountaineye,13.06,348.50,1.46
3.59@mountaineye4.Mountaineye,3.60@mountaineye4.Mountaineye,13.03,347.99,1.57
3.60@mountaineye4.Mountaineye,3.61@mountaineye4.Mountaineye,5.11,302.90,-0.56
3.61@mountaineye4.Mountaineye,3.62@mountaineye4.Mountaineye,12.75,27.19,-3.04
3.62@mountaineye4.Mountaineye,3.63@mountaineye4.Mountaineye,10.50,328.82,-1.33
3.63@mountaineye4.Mountaineye,3.64@mountaineye4.Mountaineye,14.27,11.89,2.17
3.64@mountaineye4.Mountaineye,3.65@mountaineye4.Mountaineye,18.70,5.67,-0.64
3.65@mountaineye4.Mountaineye,3.66@mountaineye4.Mountaineye,19.92,50.22,1.42
3.66@mountaineye4.Mountaineye,3.67@mountaineye4.Mountaineye,11.29,356.97,0.64
3.67@mountaineye4.Mountaineye,3.68@mountaineye4.Mountaineye,15.55,309.62,-1.74
3.68@mountaineye4.Mountaineye,3.69@mountaineye4.Mountaineye,19.19,7.18,2.57
3.69@mountaineye4.Mountaineye,3.70@mountaineye4.Mountaineye,21.55,327.97,0.24
3.70@mountaineye4.Mountaineye,3.71@mountaineye4.Mountaineye,10.72,57.08,-1.52
3.71@mountaineye4.Mountaineye,3.72@mountaineye4.Mountaineye,13.90,351.92,-0.31
3.72@mountaineye4.Mountaineye,3.73@mountaineye4.Mountaineye,9.17,323.20,0.27
3.73@mountaineye4.Mountaineye,3.74@mountaineye4.Mountaineye,5.51,327.24,-1.03
3.74@mountaineye4.Mountaineye,3.75@mountaineye4.Mountaineye,7.26,342.14,-1.07
3.75@mountaineye4.Mountaineye,3.76@mountaineye4.Mountaineye,3.01,15.69,20.36
3.76@mountaineye4.Mountaineye,3.77@mountaineye4.Mountaineye,3.31,321.48,0.73
3.77@mountaineye4.Mountaineye,3.78@mountaineye4.Mountaineye,1.71,350.45,7.45
3.78@mountaineye4.Mountaineye,3.79@mountaineye4.Mountaineye,5.95,355.91,-11.46
3.79@mountaineye4.Mountaineye,3.80@mountaineye4.Mountaineye,8.74,348.23,-0.77
3.80@mountaineye4.Mountaineye,3.81@mountaineye4.Mountaineye,16.05,338.06,2.92
3.81@mountaineye4.Mountaineye,3.82@mountaineye4.Mountaineye,22.11,328.86,2.67
3.82@mountaineye4.Mountaineye,3.83@mountaineye4.Mountaineye,17.62,0.85,-1.47
3.83@mountaineye4.Mountaineye,3.84@mountaineye4.Mountaineye,9.40,309.11,6.48
3.84@mountaineye4.Mountaineye,3.85@mountaineye4.Mountaineye,13.52,44.09,-5.35
3.85@mountaineye4.Mountaineye,3.86@mountaineye4.Mountaineye,16.69,50.44,-4.57
3.86@mountaineye4.Mountaineye,3.87@mountaineye4.Mountaineye,22.99,33.19,2.28
3.87@mountaineye4.Mountaineye,3.88@mountaineye4.Mountaineye,11.69,0.30,10.75
3.88@mountaineye4.Mountaineye,3.89@mountaineye4.Mountaineye,9.40,53.88,-0.73
3.89@mountaineye4.Mountaineye,3.90@mountaineye4.Mountaineye,36.60,3.85,1.23
3.90@mountaineye4.Mountaineye,3.91@mountaineye4.Mountaineye,5.07,82.02,-1.34
3.91@mountaineye4.Mountaineye,3.92@mountaineye4.Mountaineye,16.80,59.09,-13.71
3.92@mountaineye4.Mountaineye,3.93@mountaineye4.Mountaineye,24.75,25.35,-4.35
3.93@mountaineye4.Mountaineye,3.94@mountaineye4.Mountaineye,16.78,0.92,-3.18
3.94@mountaineye4.Mountaineye,3.95@mountaineye4.Mountaineye,16.89,66.86,0.76
3.95@mountaineye4.Mountaineye,3.96@mountaineye4.Mountaineye,16.35,43.68,0.64
3.96@mountaineye4.Mountaineye,3.97@mountaineye4.Mountaineye,17.89,19.64,-0.57
3.97@mountaineye4.Mountaineye,3.98@mountaineye4.Mountaineye,18.18,53.04,0.88
3.98@mountaineye4.Mountaineye,3.99@mountaineye4.Mountaineye,7.46,18.92,0.28
3.99@mountaineye4.Mountaineye,3.100@mountaineye4.Mountaineye,12.03,56.05,5.22
3.100@mountaineye4.Mountaineye,3.101@mountaineye4.Mountaineye,9.86,39.87,-10.22
3.101@mountaineye4.Mountaineye,3.102@mountaineye4.Mountaineye,12.38,70.38,26.61
3.102@mountaineye4.Mountaineye,3.103@mountaineye4.Mountaineye,12.93,343.23,25.73
3.103@mountaineye4.Mountaineye,3.104@mountaineye4.Mountaineye,10.32,24.11,0.47
3.104@mountaineye4.Mountaineye,5.1@mountaineye4.Mountaineye,62.70,224.91,-0.18
5.1@mountaineye4.Mountaineye,5.2@mountaineye4.Mountaineye,20.44,319.51,6.87
3.104@mountaineye4.Mountaineye,3.105@mountaineye4.Mountaineye,20.43,121.77,-0.27
3.105@mountaineye4.Mountaineye,3.106@mountaineye4.Mountaineye,45.17,57.61,2.18
3.106@mountaineye4.Mountaineye,3.107@mountaineye4.Mountaineye,41.59,3.56,0.01
3.107@mountaineye4.Mountaineye,3.108@mountaineye4.Mountaineye,36.05,24.40,0.66
3.108@mountaineye4.Mountaineye,3.109@mountaineye4.Mountaineye,36.31,4.98,-0.82
3.109@mountaineye4.Mountaineye,3.110@mountaineye4.Mountaineye,44.62,31.92,22.33
3.110@mountaineye4.Mountaineye,3.111@mountaineye4.Mountaineye,27.72,38.03,10.27
3.111@mountaineye4.Mountaineye,3.112@mountaineye4.Mountaineye,10.71,9.81,0.74
3.112@mountaineye4.Mountaineye,3.113@mountaineye4.Mountaineye,11.32,14.20,31.66
